idCredito,total_attempts,total_successes,total_failures,total_amount_paid,total_amount_due,success_rate,repayment_ratio
474353,62,0,62,888.9,15937.369999999999,0.0,0.05577457259259213
622526,34,0,34,2145.21,38466.659999999996,0.0,0.05576803392860207
671248,28,0,28,675.49,12114.03,0.0,0.055760964765647764
674856,29,0,29,578.12,10372.54,0.0,0.0557356250253072
706933,98,0,98,5916.4,106153.94,0.0,0.05573415362632795
531272,28,0,28,624.2,11199.6,0.0,0.05573413336190578
617910,102,0,102,833.4000000000001,14961.02,0.0,0.05570475809804412
482272,53,0,53,523.74,9407.24,0.0,0.055674140342969886
614386,39,0,39,4011.84,72065.56,0.0,0.0556693100005051
513720,205,0,205,1454.29,26127.809999999998,0.0,0.05566061602560644
684564,60,0,60,3637.0600000000004,65356.90000000001,0.0,0.05564921224843895
588131,18,0,18,456.4,8202.42,0.0,0.05564211537570619
677852,77,0,77,13761.130000000001,247322.83000000002,0.0,0.055640354754148656
603577,65,0,65,3035.38,54567.93,0.0,0.05562571275839124
649471,25,0,25,3074.3,55321.18,0.0,0.055571844273748325
647795,10,0,10,68.49,1232.74,0.0,0.055559160893619085
644125,38,0,38,3278.82,59017.01,0.0,0.055557202914888436
300579,11,0,11,258.51,4653.11,0.0,0.055556391316775235
652707,13,0,13,1536.04,27648.36,0.0,0.0555562789257663
748947,11,0,11,2634.0,47411.909999999996,0.0,0.05555566101428945
738859,18,0,18,989.21,17805.78,0.0,0.05555555555555556
704174,18,0,18,680.48,12248.64,0.0,0.05555555555555556
731541,18,0,18,1170.66,21071.88,0.0,0.05555555555555556
705142,90,0,90,3219.3,57947.4,0.0,0.05555555555555556
635390,18,0,18,3058.64,55055.52,0.0,0.05555555555555556
745740,18,0,18,2068.74,37237.31999999999,0.0,0.05555555555555556
547798,10,0,10,1196.61,21538.979999999996,0.0,0.05555555555555556
520681,18,0,18,1987.2,35769.6,0.0,0.05555555555555556
660460,20,0,20,9596.4,172735.19999999998,0.0,0.05555555555555556
738086,18,0,18,748.7,13476.6,0.0,0.05555555555555556
735287,20,0,20,1689.9,30418.2,0.0,0.05555555555555556
644204,18,0,18,1095.99,19727.82,0.0,0.05555555555555556
726418,20,0,20,2848.42,51271.56,0.0,0.05555555555555556
699749,18,0,18,173.57,3124.2599999999998,0.0,0.05555555555555556
512859,13,0,13,2265.82,40784.76,0.0,0.05555555555555556
529121,18,0,18,2254.03,40572.54,0.0,0.05555555555555556
539604,18,0,18,180.81,3254.58,0.0,0.05555555555555556
681359,18,0,18,248.99,4481.82,0.0,0.05555555555555556
438520,18,0,18,1149.99,20699.82,0.0,0.05555555555555556
651064,120,0,120,1908.36,34350.479999999996,0.0,0.05555555555555556
616414,16,0,16,607.78,10940.039999999999,0.0,0.05555555555555556
739719,18,0,18,1033.64,18605.52,0.0,0.05555555555555556
699978,18,0,18,512.83,9230.94,0.0,0.05555555555555556
694166,18,0,18,3059.82,55076.76,0.0,0.05555555555555556
541118,18,0,18,1215.64,21881.52,0.0,0.05555555555555556
653208,54,0,54,14425.29,259655.22000000003,0.0,0.05555555555555555
746358,18,0,18,878.0,15804.0,0.0,0.05555555555555555
321627,18,0,18,1408.79,25358.22,0.0,0.05555555555555555
616460,18,0,18,1529.92,27538.56,0.0,0.05555555555555555
459433,36,0,36,194.72,3504.96,0.0,0.05555555555555555
737215,18,0,18,1489.95,26819.100000000002,0.0,0.05555555555555555
478025,53,0,53,1398.92,25180.56,0.0,0.05555555555555555
653202,12,0,12,1021.02,18378.36,0.0,0.05555555555555555
335439,18,0,18,556.1,10009.800000000001,0.0,0.05555555555555555
743329,18,0,18,663.3,11939.4,0.0,0.05555555555555555
734307,36,0,36,2686.68,48360.24,0.0,0.05555555555555555
686469,18,0,18,1353.02,24354.36,0.0,0.05555555555555555
572061,37,0,37,1245.84,22425.12,0.0,0.05555555555555555
669720,18,0,18,877.96,15803.28,0.0,0.05555555555555555
663577,72,0,72,1950.8,35114.4,0.0,0.05555555555555555
719202,19,0,19,500.7,9012.6,0.0,0.05555555555555555
624725,18,0,18,1088.92,19600.56,0.0,0.05555555555555555
518780,18,0,18,1382.25,24880.5,0.0,0.05555555555555555
619053,18,0,18,521.3,9383.4,0.0,0.05555555555555555
675709,18,0,18,198.99,3581.82,0.0,0.05555555555555555
551986,17,0,17,747.5,13455.0,0.0,0.05555555555555555
686157,54,0,54,2544.5099999999998,45801.18,0.0,0.05555555555555555
540999,19,0,19,524.1,9433.800000000001,0.0,0.05555555555555555
536262,18,0,18,1938.82,34898.76,0.0,0.05555555555555555
673115,18,0,18,907.46,16334.28,0.0,0.05555555555555555
571676,18,0,18,573.5,10323.0,0.0,0.05555555555555555
678533,29,0,29,208.62,3755.1600000000003,0.0,0.05555555555555555
642092,18,0,18,3345.54,60219.72,0.0,0.05555555555555555
648185,18,0,18,1564.44,28159.920000000002,0.0,0.05555555555555555
613578,15,0,15,1182.11,21277.98,0.0,0.05555555555555555
686116,18,0,18,426.97,7685.460000000001,0.0,0.05555555555555555
604797,18,0,18,304.27,5476.86,0.0,0.05555555555555555
703842,20,0,20,1720.5,30969.0,0.0,0.05555555555555555
554262,18,0,18,279.51,5031.18,0.0,0.05555555555555555
607442,18,0,18,821.71,14790.78,0.0,0.05555555555555555
743845,20,0,20,535.04,9630.72,0.0,0.05555555555555555
521392,18,0,18,268.72,4836.960000000001,0.0,0.05555555555555555
495527,18,0,18,156.44,2815.92,0.0,0.05555555555555555
681085,18,0,18,398.86,7179.4800000000005,0.0,0.05555555555555555
676480,19,0,19,1752.45,31544.11,0.0,0.05555553794353368
684829,19,0,19,912.67,16428.07,0.0,0.05555552173809827
610377,20,0,20,808.35,14550.32,0.0,0.05555547919221021
696302,20,0,20,737.89,13282.039999999999,0.0,0.055555471900400846
670687,19,0,19,212.49,3824.83,0.0,0.05555541030581752
618084,20,0,20,1392.68,25068.4,0.0,0.05555520097014568
486492,18,0,18,341.89,6155.42,0.0,0.05554291989823602
585829,22,0,22,1092.95,19680.05,0.0,0.05553593613837364
503001,28,0,28,1198.99,21593.22,0.0,0.0555262253614792
548163,65,0,65,1682.94,30320.93,0.0,0.0555042342038981
644388,228,0,228,7767.53,139981.42,0.0,0.05548972142160009
685774,15,0,15,432.19,7793.57,0.0,0.05545468892946365
705914,92,0,92,3891.29,70172.56,0.0,0.05545315718850787
686740,186,0,186,4825.7699999999995,87083.54,0.0,0.05541540915768927
658648,61,0,61,848.16,15309.279999999999,0.0,0.05540169100049121
724616,41,0,41,6058.200000000001,109451.48000000001,0.0,0.055350553505535055
612353,33,0,33,2608.2,47146.28999999999,0.0,0.05532142613978746
163464,62,0,62,1952.62,35298.36,0.0,0.05531758415971733
570939,40,0,40,1495.96,27064.660000000003,0.0,0.05527355599516121
734242,62,0,62,2399.86,43437.5,0.0,0.05524857553956835
581843,74,0,74,1432.6,25939.28,0.0,0.055228980912346064
608237,8,0,8,252.47,4572.93,0.0,0.05520967957086594
480751,60,0,60,4170.17,75575.33,0.0,0.05517898499417733
594886,107,0,107,1070.97,19417.73,0.0,0.05515423275532207
728085,60,0,60,3928.6499999999996,71239.52,0.0,0.0551470588235294
500704,19,0,19,425.45,7716.54,0.0,0.05513481430796704
633312,21,0,21,373.54,6775.9800000000005,0.0,0.05512708124876402
647777,71,0,71,1098.02,19921.170000000002,0.0,0.05511824857676532
639554,97,0,97,2530.08,45911.49,0.0,0.055107773674955875
679088,149,0,149,5089.02,92365.54,0.0,0.05509652192798311
623211,16,0,16,496.46,9015.67,0.0,0.055066345596056644
737187,28,0,28,1390.13,25254.0,0.0,0.055045933317494265
115308,58,0,58,4054.62,73658.93,0.0,0.05504587155963303
605729,81,0,81,6231.54,113206.34999999999,0.0,0.055045852109886065
646767,230,0,230,5089.05,92451.45,0.0,0.05504564828350448
514468,36,0,36,1914.78,34788.82,0.0,0.05504009621481844
657934,79,0,79,2263.83,41145.11,0.0,0.05502063307158493
619793,19,0,19,322.28,5858.679999999999,0.0,0.055008978131592785
693706,132,0,132,4263.44,77548.34,0.0,0.05497783704976792
617450,117,0,117,1384.3,25188.06,0.0,0.05495857958096018
624761,79,0,79,6506.64,118409.27,0.0,0.05495042744541876
664983,102,0,102,7387.0,134443.4,0.0,0.054945054945054944
714278,58,0,58,3226.65,58725.030000000006,0.0,0.054945054945054944
711466,40,0,40,1135.54,20666.829999999998,0.0,0.054945049627833586
726921,57,0,57,1999.96,36399.28,0.0,0.05494504286897983
642064,143,0,143,3239.1499999999996,58974.42,0.0,0.05492466055622081
658500,166,0,166,5180.25,94328.81,0.0,0.054916944250648345
406601,16,0,16,3651.3599999999997,66539.21,0.0,0.05487531336786234
492107,44,0,44,471.98,8605.57,0.0,0.05484587307987734
658143,27,0,27,882.8,16106.039999999999,0.0,0.05481173522479765
633779,52,0,52,619.52,11306.24,0.0,0.0547945205479452
635151,83,0,83,834.48,15229.260000000002,0.0,0.0547945205479452
660244,73,0,73,6668.96,121708.52,0.0,0.0547945205479452
425977,21,0,21,844.98,15420.89,0.0,0.05479450278161637
535815,35,0,35,789.98,14417.14,0.0,0.05479450154468917
676881,73,0,73,8473.19,154635.86000000002,0.0,0.05479447005371199
410841,21,0,21,1116.61,20378.16,0.0,0.05479444660361877
653483,54,0,54,4158.639999999999,75902.92,0.0,0.0547889330212856
650821,119,0,119,2137.38,39047.9,0.0,0.05473738664563267
621723,31,0,31,981.33,17931.48,0.0,0.05472665948376822
672772,29,0,29,471.35,8613.300000000001,0.0,0.05472350899190786
691243,27,0,27,860.89,15741.97,0.0,0.05468756451702043
468908,36,0,36,1147.04,20977.72,0.0,0.05467896415816399
651263,82,0,82,1679.46,30716.05,0.0,0.05467695227739244
545647,55,0,55,1157.84,21184.03,0.0,0.05465626700868532
738412,31,0,31,1395.78,25542.75,0.0,0.054644860087500365
727936,27,0,27,1258.43,23038.88,0.0,0.054622012875625896
685153,27,0,27,432.13,7911.38,0.0,0.05462131764622607
526824,310,0,310,12658.87,231758.29,0.0,0.05462100190677106
487835,39,0,39,624.9499999999999,11448.09,0.0,0.05458989228770912
590016,7,0,7,120.23,2202.5299999999997,0.0,0.054587224691604666
627552,69,0,69,1311.5900000000001,24042.34,0.0,0.05455334214556487
406514,42,0,42,851.67,15613.949999999999,0.0,0.05454545454545455
742270,30,0,30,559.11,10250.35,0.0,0.05454545454545454
741017,28,0,28,1703.31,31227.35,0.0,0.05454545454545454
409427,42,0,42,559.74,10261.900000000001,0.0,0.054545454545454536
714619,26,0,26,5186.95,95094.12,0.0,0.05454543351365994
665807,75,0,75,2503.12,45994.829999999994,0.0,0.054421768707483
631572,60,0,60,2165.52,39791.43,0.0,0.05442176870748299
532694,69,0,69,4102.68,75386.75,0.0,0.054421765097978095
501936,48,0,48,1033.72,18998.71,0.0,0.05441000994278033
151771,15,0,15,325.4,5981.13,0.0,0.05440443528229615
625253,93,0,93,4581.08,84220.21,0.0,0.054394070021910414
587549,52,0,52,2639.48,48543.560000000005,0.0,0.05437343285082511
653458,20,0,20,332.42,6116.31,0.0,0.05434976317420144
503679,19,0,19,968.37,17817.63,0.0,0.05434897907297435
645155,15,0,15,436.98,8040.39,0.0,0.05434810997973979
729829,40,0,40,4446.76,81820.38,0.0,0.05434782874388997
690013,71,0,71,3908.35,71938.09999999999,0.0,0.054329347035854444
496518,83,0,83,4038.96,74384.18,0.0,0.05429864253393666
659407,136,0,136,2862.59,52735.21,0.0,0.05428232863773559
588053,11,0,11,176.24,3247.1800000000003,0.0,0.05427478612211211
638076,22,0,22,644.55,11885.689999999999,0.0,0.0542290771507586
539439,238,0,238,4670.87,86151.74,0.0,0.05421678076380117
641599,99,0,99,1716.39,31664.260000000002,0.0,0.05420590912277754
488476,25,0,25,1780.96,32858.71,0.0,0.05420054530442613
484104,128,0,128,3439.22,63525.99,0.0,0.05413878634555715
296894,19,0,19,1180.05,21798.37,0.0,0.05413478163734261
626991,40,0,40,915.24,16908.72,0.0,0.05412828410429648
503303,32,0,32,465.02,8592.23,0.0,0.05412099070904759
698367,79,0,79,1494.3600000000001,27613.100000000002,0.0,0.054117791917604324
679515,148,0,148,14873.57,275121.11,0.0,0.05406190023004778
620325,39,0,39,1696.34,31379.55,0.0,0.05405877394672645
626575,31,0,31,7315.78,135341.93,0.0,0.05405405405405406
711190,41,0,41,977.5,18083.75,0.0,0.05405405405405406
540472,34,0,34,4212.18,77925.33,0.0,0.05405405405405406
616685,21,0,21,529.6,9797.6,0.0,0.05405405405405406
580591,19,0,19,1030.42,19062.77,0.0,0.05405405405405406
691834,38,0,38,1143.92,21162.52,0.0,0.05405405405405406
528116,34,0,34,625.78,11576.93,0.0,0.05405405405405405
335149,42,0,42,513.92,9507.52,0.0,0.05405405405405405
618346,38,0,38,2246.36,41557.66,0.0,0.05405405405405405
493036,12,0,12,366.14,6773.59,0.0,0.05405405405405405
649057,19,0,19,1749.75,32370.38,0.0,0.054054045704746125
683361,19,0,19,1743.47,32254.2,0.0,0.05405404567467183
663475,19,0,19,1698.29,31418.37,0.0,0.05405404545175323
616969,19,0,19,1156.01,21386.19,0.0,0.054054041416446784
514452,19,0,19,1010.57,18695.55,0.0,0.05405403959765827
727451,60,0,60,5150.91,95291.87000000001,0.0,0.054054034200399254
716297,20,0,20,1939.91,35888.35,0.0,0.05405403146146313
634947,40,0,40,2905.74,53756.219999999994,0.0,0.05405402388784033
443231,44,0,44,5516.54,102056.06,0.0,0.054054016978511615
489875,102,0,102,3045.8999999999996,56349.189999999995,0.0,0.054054015683277785
609782,14,0,14,555.59,10278.54,0.0,0.054053396688634764
616068,73,0,73,2849.96,52755.33,0.0,0.05402221917671636
619300,44,0,44,765.5799999999999,14188.94,0.0,0.05395610947681785
632627,70,0,70,2474.9300000000003,45871.92,0.0,0.05395305014483807
645256,34,0,34,3058.64,56767.89,0.0,0.05387975491074267
544516,127,0,127,2576.31,47818.29,0.0,0.05387708343397474
602110,57,0,57,954.2,17717.31,0.0,0.05385693426372288
661139,48,0,48,1662.05,30866.6,0.0,0.05384622860956503
645199,81,0,81,1845.71,34284.11,0.0,0.05383572739674444
664141,85,0,85,4873.47,90557.21,0.0,0.05381647689896807
467683,62,0,62,1188.3899999999999,22088.19,0.0,0.05380205440101701
719629,66,0,66,3301.1,61370.45,0.0,0.05378973105134474
649113,77,0,77,860.66,16005.289999999999,0.0,0.05377347114610232
470311,52,0,52,890.58,16561.84,0.0,0.05377301072827657
656291,136,0,136,2975.94,55372.28,0.0,0.05374422003211716
444666,140,0,140,5004.26,93149.15,0.0,0.05372308818706344
467005,10,0,10,447.05,8324.15,0.0,0.05370518311178919
578843,69,0,69,900.04,16772.56,0.0,0.053661456569539766
664400,34,0,34,244.64,4560.889999999999,0.0,0.053638653859224845
478827,65,0,65,1514.35,28234.84,0.0,0.053634091781642815
466811,144,0,144,2084.71,38875.86,0.0,0.053624794409692804
711528,43,0,43,5572.36,103924.51,0.0,0.05361930501284057
703854,67,0,67,5072.4,94600.26,0.0,0.05361930294906166
58421,13,0,13,535.26,9987.89,0.0,0.05359089857817818
503421,22,0,22,628.03,11720.67,0.0,0.05358311427589037
709655,43,0,43,3356.05,62646.39,0.0,0.05357132310417249
677418,87,0,87,3157.8900000000003,58971.78,0.0,0.053549172163363565
688198,97,0,97,2409.8799999999997,45015.729999999996,0.0,0.05353417572035375
634430,66,0,66,2243.39,41908.47,0.0,0.05353070632261211
507060,112,0,112,542.3199999999999,10135.32,0.0,0.05350793068201102
437181,139,0,139,760.37,14213.07,0.0,0.053497942386831275
396899,20,0,20,953.03,17815.85,0.0,0.05349337808748952
394486,12,0,12,111.39,2082.61,0.0,0.05348577025943407
507839,177,0,177,5444.3099999999995,101808.59999999999,0.0,0.05347593425309846
646738,188,0,188,4664.94,87234.87999999999,0.0,0.0534756280973849
516809,95,0,95,1257.84,23532.09,0.0,0.05345211581291759
743097,17,0,17,969.3499999999999,18140.63,0.0,0.05343529965607589
572703,86,0,86,1192.08,22311.690000000002,0.0,0.05342849421088227
513256,116,0,116,3652.55,68402.3,0.0,0.05339805825242718
617633,12,0,12,773.02,14479.64,0.0,0.05338668640933062
689110,62,0,62,1081.41,20258.420000000002,0.0,0.05338076710819501
384963,26,0,26,2900.82,54351.82,0.0,0.0533711658597633
731394,56,0,56,1264.32,23694.46,0.0,0.05335930846282211
650162,40,0,40,1245.96,23350.72,0.0,0.05335852598977676
490708,40,0,40,239.96,4499.25,0.0,0.05333333333333334
584269,20,0,20,1595.64,29918.25,0.0,0.05333333333333334
670052,20,0,20,322.67,6050.070000000001,0.0,0.05333326721839582
685642,20,0,20,341.73,6407.450000000001,0.0,0.05333322928778219
655368,39,0,39,375.62,7042.89,0.0,0.05333321974359957
676156,20,0,20,292.05,5475.95,0.0,0.05333321158885673
608140,40,0,40,403.94,7573.9,0.0,0.05333315729016755
123230,112,0,112,2380.1,44660.22,0.0,0.05329351266070789
636280,19,0,19,168.96,3171.1400000000003,0.0,0.053280523723329774
602746,185,0,185,4091.78,76813.87000000001,0.0,0.05326876513317191
587181,77,0,77,1235.6000000000001,23203.260000000002,0.0,0.05325113798664498
527057,12,0,12,56.76,1066.48,0.0,0.05322181381741804
485832,13,0,13,549.46,10325.43,0.0,0.05321424870441231
392708,60,0,60,880.6500000000001,16550.37,0.0,0.05321029076691337
740334,13,0,13,884.15,16621.93,0.0,0.053191777368813364
349129,63,0,63,3500.85,65815.98,0.0,0.05319148936170213
694557,49,0,49,8536.849999999999,160492.78,0.0,0.05319148936170212
381730,96,0,96,2216.15,41663.66,0.0,0.05319143829418731
620605,16,0,16,365.19,6871.4,0.0,0.05314637482900137
649432,60,0,60,1842.9900000000002,34709.72,0.0,0.05309723040116717
616368,48,0,48,1933.6499999999999,36438.38,0.0,0.053066299873924146
646488,18,0,18,417.27,7864.049999999999,0.0,0.05306044595342095
429435,77,0,77,1602.9700000000003,30212.960000000003,0.0,0.05305570854361837
422105,109,0,109,2628.13,49535.42,0.0,0.05305557114484949
710099,78,0,78,6157.68,116072.26000000001,0.0,0.053050401534354544
79360,10,0,10,401.18,7563.969999999999,0.0,0.05303828545062977
642364,35,0,35,1817.52,34303.63,0.0,0.05298331401079128
542196,104,0,104,1315.36,24827.42,0.0,0.052980132450331126
469876,38,0,38,3393.64,64054.96,0.0,0.05298012831480966
687915,76,0,76,2952.4800000000005,55739.22,0.0,0.05296952486956223
642891,33,0,33,2169.06,40960.37,0.0,0.052955088052183116
651123,121,0,121,2442.04,46124.15,0.0,0.05294493231853595
416238,48,0,48,2252.8,42553.98,0.0,0.05293981902515346
366914,55,0,55,3130.52,59164.37,0.0,0.05291225107273178
694612,36,0,36,801.32,15144.94,0.0,0.05291008085868944
713403,39,0,39,2366.38,44724.57,0.0,0.052910067106290794
644397,57,0,57,4631.75,87540.08,0.0,0.052910049888005586
636637,57,0,57,2038.85,38534.27,0.0,0.0529100460447285
379726,54,0,54,6909.92,130669.78,0.0,0.052880780850782794
463510,19,0,19,854.18,16157.669999999998,0.0,0.052865295553133594
708864,26,0,26,974.69,18437.85,0.0,0.052863538861635175
545417,59,0,59,8988.3,170028.68,0.0,0.05286343456880333
594756,81,0,81,3509.2200000000003,66382.77,0.0,0.05286341621477983
659852,76,0,76,1102.63,20861.88,0.0,0.052853817584992344
494648,60,0,60,2270.5699999999997,42962.939999999995,0.0,0.05284950238507886
705809,57,0,57,1284.0,24304.66,0.0,0.052829375107489675
653689,23,0,23,726.3,13751.279999999999,0.0,0.0528169014084507
528420,273,0,273,6829.710000000001,129330.20000000001,0.0,0.05280831545918896
573758,23,0,23,743.72,14084.080000000002,0.0,0.052805721069462824
639364,43,0,43,6471.1900000000005,122604.01,0.0,0.05278122632367409
450906,10,0,10,203.65,3861.76,0.0,0.05273502237321843
545963,23,0,23,1978.16,37516.64,0.0,0.05272753636786237
722160,49,0,49,2107.2,39966.56,0.0,0.05272407732864675
379342,19,0,19,179.21,3403.56,0.0,0.052653692016594394
447231,156,0,156,39010.95,741116.44,0.0,0.05263808477922848
660248,31,0,31,166.91,3171.22,0.0,0.052632740711776545
540649,53,0,53,662.39,12585.18,0.0,0.05263254081387791
434259,14,0,14,179.04,3401.71,0.0,0.0526323525520988
654248,6,0,6,309.17,5874.1900000000005,0.0,0.05263193733944595
642692,12,0,12,719.89,13677.84,0.0,0.052631848303533305
481361,12,0,12,973.54,18497.18,0.0,0.05263180657808379
597990,10,0,10,1150.65,21862.26,0.0,0.05263179561490899
667009,11,0,11,1032.52,19617.800000000003,0.0,0.05263179357522249
613832,11,0,11,1080.68,20532.84,0.0,0.05263178401039506
657092,31,0,31,1134.8,21561.129999999997,0.0,0.05263174982016249
734846,25,0,25,555.22,10549.16,0.0,0.05263167873081838
721396,31,0,31,2294.87,43602.46,0.0,0.052631663442842445
740229,31,0,31,1013.9100000000001,19264.29,0.0,0.052631578947368425
534425,10,0,10,520.68,9892.919999999998,0.0,0.052631578947368425
659337,14,0,14,1007.76,19147.44,0.0,0.052631578947368425
659366,19,0,19,382.33,7264.2699999999995,0.0,0.052631578947368425
655593,11,0,11,764.66,14528.539999999999,0.0,0.052631578947368425
622924,19,0,19,411.33,7815.2699999999995,0.0,0.052631578947368425
743213,19,0,19,889.7,16904.3,0.0,0.052631578947368425
599369,20,0,20,2544.38,48343.22,0.0,0.052631578947368425
104310,14,0,14,290.62,5521.78,0.0,0.052631578947368425
607838,19,0,19,559.97,10639.43,0.0,0.052631578947368425
399906,30,0,30,1215.04,23085.76,0.0,0.052631578947368425
609064,22,0,22,854.72,16239.68,0.0,0.052631578947368425
717428,38,0,38,753.38,14314.22,0.0,0.052631578947368425
464888,19,0,19,1567.57,29783.829999999998,0.0,0.052631578947368425
500174,19,0,19,1969.24,37415.56,0.0,0.052631578947368425
484632,14,0,14,172.31,3273.89,0.0,0.052631578947368425
165103,19,0,19,273.79,5202.01,0.0,0.052631578947368425
633734,17,0,17,771.49,14658.31,0.0,0.052631578947368425
742888,19,0,19,272.94,5185.86,0.0,0.052631578947368425
636878,19,0,19,3058.64,58114.159999999996,0.0,0.052631578947368425
740975,19,0,19,2701.66,51331.53999999999,0.0,0.052631578947368425
673565,10,0,10,1886.98,35852.619999999995,0.0,0.052631578947368425
549569,19,0,19,2556.16,48567.03999999999,0.0,0.052631578947368425
512127,19,0,19,1251.23,23773.37,0.0,0.052631578947368425
626055,19,0,19,1187.41,22560.79,0.0,0.052631578947368425
520980,10,0,10,2772.52,52677.88,0.0,0.052631578947368425
658225,17,0,17,814.44,15474.36,0.0,0.052631578947368425
736814,31,0,31,743.46,14125.74,0.0,0.052631578947368425
649428,19,0,19,791.05,15029.949999999999,0.0,0.052631578947368425
708244,19,0,19,529.52,10060.88,0.0,0.052631578947368425
611707,19,0,19,1361.83,25874.769999999997,0.0,0.052631578947368425
492700,33,0,33,472.88,8984.72,0.0,0.052631578947368425
387334,19,0,19,1367.56,25983.64,0.0,0.05263157894736842
745755,19,0,19,743.37,14124.03,0.0,0.05263157894736842
381519,19,0,19,1819.01,34561.19,0.0,0.05263157894736842
384200,19,0,19,1207.55,22943.45,0.0,0.05263157894736842
475053,19,0,19,376.99,7162.81,0.0,0.05263157894736842
722708,38,0,38,2628.48,49941.12,0.0,0.05263157894736842
742386,31,0,31,500.70000000000005,9513.300000000001,0.0,0.05263157894736842
633162,19,0,19,511.14,9711.66,0.0,0.05263157894736842
467609,19,0,19,524.92,9973.48,0.0,0.05263157894736842
618711,21,0,21,2346.9,44591.100000000006,0.0,0.05263157894736842
717346,77,0,77,2381.0,45239.0,0.0,0.05263157894736842
551399,19,0,19,611.71,11622.490000000002,0.0,0.05263157894736842
551248,19,0,19,661.76,12573.44,0.0,0.05263157894736842
741444,19,0,19,1022.57,19428.83,0.0,0.05263157894736842
628548,19,0,19,1000.0,19000.0,0.0,0.05263157894736842
548939,19,0,19,249.99,4749.81,0.0,0.05263157894736842
641820,19,0,19,1832.89,34824.91,0.0,0.05263157894736842
609539,19,0,19,2294.0,43586.0,0.0,0.05263157894736842
680035,19,0,19,2829.24,53755.56,0.0,0.05263157894736842
469974,19,0,19,95.05,1805.95,0.0,0.05263157894736842
712538,76,0,76,4682.68,88970.92000000001,0.0,0.05263157894736842
629171,20,0,20,1505.12,28597.28,0.0,0.05263157894736842
641461,27,0,27,1013.64,19259.16,0.0,0.05263157894736842
639701,19,0,19,1535.78,29179.82,0.0,0.05263157894736842
627397,15,0,15,1911.67,36321.73,0.0,0.05263157894736842
631664,19,0,19,800.0,15200.0,0.0,0.05263157894736842
666654,19,0,19,229.4,4358.6,0.0,0.05263157894736842
615981,19,0,19,764.67,14528.73,0.0,0.05263157894736842
648357,31,0,31,282.39,5365.41,0.0,0.05263157894736842
553868,19,0,19,218.98,4160.62,0.0,0.05263157894736842
546078,19,0,19,836.98,15902.62,0.0,0.05263157894736842
575030,10,0,10,323.06,6138.14,0.0,0.05263157894736842
592435,19,0,19,1671.27,31754.13,0.0,0.05263157894736842
727110,38,0,38,1077.0,20463.0,0.0,0.05263157894736842
498440,19,0,19,717.95,13641.050000000001,0.0,0.05263157894736842
548954,20,0,20,7958.49,151211.32,0.0,0.052631575466704474
620950,33,0,33,4707.98,89451.62999999999,0.0,0.052631573063565196
637801,20,0,20,1505.09,28596.719999999998,0.0,0.05263156054260769
715389,34,0,34,978.56,18592.649999999998,0.0,0.05263155063963448
594205,39,0,39,730.1,13871.91,0.0,0.052631541006249324
709665,21,0,21,695.41,13212.81,0.0,0.052631499279865525
586391,20,0,20,451.93,8586.69,0.0,0.05263145635862014
641462,41,0,41,431.78,8203.85,0.0,0.05263138648317558
735623,9,0,9,552.89,10504.97,0.0,0.05263127833777726
591794,96,0,96,2315.2200000000003,44030.86,0.0,0.05258175743103814
605951,118,0,118,5141.139999999999,97788.95,0.0,0.05257383375115491
590655,10,0,10,109.57,2084.4500000000003,0.0,0.05256542493223631
620462,21,0,21,311.22,5922.54,0.0,0.052548399841959706
643661,20,0,20,489.16,9314.6,0.0,0.05251540592188607
633274,22,0,22,879.01,16743.6,0.0,0.052498267994935385
485560,5,0,5,153.69,2927.5600000000004,0.0,0.05249764308844224
692001,63,0,63,4097.32,78053.95999999999,0.0,0.05249342890482431
692944,60,0,60,1638.1,31205.85,0.0,0.05249336262271337
682464,112,0,112,2280.3900000000003,43454.62,0.0,0.05247750411808917
426690,61,0,61,748.1099999999999,14257.609999999999,0.0,0.05247092605282372
666858,18,0,18,897.05,17100.75,0.0,0.0524567635922401
652311,125,0,125,10438.480000000001,199062.71000000002,0.0,0.05243814876226693
493014,108,0,108,16631.89,317297.37,0.0,0.05241735851765805
591285,11,0,11,128.75,2456.81,0.0,0.052405354911450215
637822,78,0,78,2634.21,50303.24,0.0,0.05236660700185515
709099,97,0,97,5139.2,98158.71999999999,0.0,0.052356020942408384
723216,71,0,71,5358.0599999999995,102338.95,0.0,0.052356018896031274
738629,28,0,28,859.09,16408.62,0.0,0.052356017751645174
582662,42,0,42,822.84,15723.54,0.0,0.052331726824875316
664306,42,0,42,2367.73,45257.53,0.0,0.05231681888074758
622088,100,0,100,4633.28,88611.48,0.0,0.05228758169934641
402008,50,0,50,6141.76,117461.16,0.0,0.05228758169934641
627857,100,0,100,7990.0,152808.78,0.0,0.0522875714340498
691342,128,0,128,2835.24,54224.03,0.0,0.052287519020626096
638189,38,0,38,5933.76,113520.44,0.0,0.052270410509332066
523870,55,0,55,1352.68,25894.16,0.0,0.05223880597014926
696289,125,0,125,4682.64,89672.56000000001,0.0,0.05221931881949171
684681,185,0,185,2629.2999999999997,50359.5,0.0,0.05221060574469563
630423,64,0,64,3180.93,60950.7,0.0,0.05218857207546427
527008,95,0,95,6386.28,122398.91999999998,0.0,0.0521759505721129
475023,47,0,47,508.9,9753.88,0.0,0.052174109175015485
